# GeneMark.hmm-2 LST format
# GeneMark.hmm-2 prokaryotic version: 1.06
# File with sequence: tmpseq.fna
# File with native parameters: itr_1.mod
# File with MetaGeneMark parameters: /home/karl/repos/repos-gms2/bin/mgm_11.mod
#
# translation table: 11
# output date start: Sun Oct 28 17:19:54 2018

# sequence-region 1 4411532
SequenceID: anydef
     1   +   <1    1524    1524 nativebacarc native
  3537   -    3858259    3859662    1404 nativebacarc  0 3 native
  3538   -    3859665    3859976     312 nativebac  0 3 native
  3539   -    3860024    3861370    1347 nativebacarc  0 3 native
  3540   -    3861495    3861950     456 nativebacarc  0 3 native
  3541   -    3861947    3862390     444 nativebacarc  0 3 native
  3542   -    3862624    3862926     303 nativebacarc  0 3 native
  3543   -    3862947    3863264     318 nativebacarc  0 3 native
  3544   -    3863317    3864531    1215 nativebacarc  0 3 native
  3545   -    3864528    3868238    3711 nativebacarc  0 3 native
  3546   +    3868352    3869755    1404 nativebacarc  0 3 native
  3547   +    3869752    3871119    1368 nativebacarc  0 3 native
  3548   -    3871084    3872496    1413 nativebacarc  0 3 native
  3549   +    3872617    3873405     789 nativebacarc  0 3 native
  3550   +    3873437    3874132     696 nativebacarc  0 3 native
  3551   +    3874404    3874736     333 nativebacarc  0 3 native
  3552   +    3874759    3876090    1332 nativebacarc  0 3 native
  3553   -    3876052    3876822     771 nativebacarc  0 3 native
  3554   -    3876890    3877372     483 nativebacarc  0 3 atypical
  3555   -    3877464    3878507    1044 nativebacarc  0 3 native
  3556   -    3878659    3879222     564 nativebacarc  0 3 atypical
  3557   -    3879273    3879692     420 nativebacarc  0 3 native
  3558   -    3879696    3880070     375 nativebacarc  0 3 atypical
  3559   -    3880432    3880653     222 nativebacarc  0 3 atypical
  3560   +    3880907    3881764     858 nativebacarc  0 3 native
  3561   +    3881837    3882832     996 nativebacarc  0 3 native
  3562   +    3882834    3883442     609 nativebacarc  0 3 native
  3563   +    3883958    3884917     960 nativebacarc  0 3 native
  3564   -    3884975    3886048    1074 nativebacarc  0 3 native
  3565   -    3886073    3887077    1005 nativebacarc  0 3 native
  3566   -    3887144    3888817    1674 nativebacarc  0 3 native
  3567   -    3888808    3889197     390 nativebac  0 3 native
  3568   +    3889428    3889868     441 nativebacarc  0 3 atypical
  3569   -    3889948    3890733     786 nativebacarc  0 3 native
  3570   +    3890830    3891156     327 nativebac  0 3 native
  3571   +    3891207    3892091     885 nativebacarc  0 3 native
  3572   -    3892371    3893429    1059 nativebacarc  0 3 atypical
  3573   +    3894093    3894389     297 nativebac  0 3 native
  3574   +    3894426    3895607    1182 nativebacarc  0 3 native
  3575   +    3895658    3898885    3228 nativebacarc  0 3 native
  3576   -    3898909    3900402    1494 nativebacarc  0 3 native
  3577   -    3900493    3901239     747 nativebacarc  0 3 native
  3578   -    3901324    3901929     606 nativebacarc  0 3 native
  3579   -    3902150    3902812     663 nativebac  0 3 native
  3580   +    3903162    3904616    1455 nativebacarc  0 3 native
  3581   -    3904622    3905503     882 nativebacarc  0 3 native
  3582   +    3905817    3906221     405 nativebacarc  0 3 native
  3583   -    3906174    3907031     858 nativebacarc  0 3 native
  3584   +    3907667    3907990     324 nativebac  0 3 native
  3585   +    3908072    3908236     165 nativebac  0 3 native
  3586   +    3908236    3909738    1503 nativebacarc  0 3 native
  3587   +    3909890    3910468     579 nativebac  0 3 native
  3588   -    3910465    3910914     450 nativebacarc  0 3 atypical
  3589   -    3910947    3911675     729 nativebacarc  0 3 native
  3590   -    3911675    3913369    1695 nativebacarc  0 3 native
  3591   -    3913380    3914534    1155 nativebacarc  0 3 native
  3592   -    3914531    3915868    1338 nativebacarc  0 3 native
  3593   -    3915883    3916956    1074 nativebacarc  0 3 native
  3594   -    3916946    3917965    1020 nativebacarc  0 3 native
  3595   -    3917998    3919200    1203 nativebacarc  0 3 native
  3596   -    3919220    3920062     843 nativebacarc  0 3 native
  3597   -    3920097    3920861     765 nativebacarc  0 3 native
  3598   -    3921087    3922034     948 nativebacarc  0 3 native
  3599   -    3922065    3922256     192 nativebac  0 3 native
  3600   +    3922471    3923673    1203 nativebacarc  0 3 native
  3601   +    3923698    3924819    1122 nativebacarc  0 3 native
  3602   +    3924890    3926398    1509 nativebacarc  0 3 native
  3603   +    3926569    3930714    4146 nativebacarc  0 3 native
  3604   +    3931005    3936710    5706 nativebacarc  0 3 native
  3605   -    3936877    3938424    1548 nativebacarc  0 3 native
  3606   -    3938421    3939257     837 nativebacarc  0 3 native
  3607   +    3939617    3941761    2145 nativebacarc  0 3 native
  3608   -    3941721    3943058    1338 nativebacarc  0 3 native
  3609   -    3943098    3944186    1089 nativebacarc  0 3 native
  3610   +    3944154    3944963     810 nativebacarc  0 3 native
  3611   -    3945092    3945616     525 nativebacarc  0 3 native
  3612   +    3945794    3950263    4470 nativebacarc  0 3 native
  3613   -    3950824    3952470    1647 nativebacarc  0 3 native
  3614   +    3952526    3953335     810 nativebacarc  0 3 atypical
  3615   +    3953431    3954270     840 nativebacarc  0 3 native
  3616   -    3954325    3955521    1197 nativebacarc  0 3 native
  3617   +    3955550    3956260     711 nativebacarc  0 3 native
  3618   -    3956325    3957356    1032 nativebacarc  0 3 native
  3619   +    3957428    3958432    1005 nativebacarc  0 3 native
  3620   +    3958448    3959512    1065 nativebacarc  0 3 native
  3621   +    3959529    3960713    1185 nativebacarc  0 3 native
  3622   +    3961049    3961786     738 nativebacarc  0 3 atypical
  3623   -    3961800    3962324     525 nativebacarc  0 3 native
  3624   +    3962439    3963599    1161 nativebacarc  0 3 native
  3625   +    3963605    3964054     450 nativebac  0 3 native
  3626   -    3964479    3965069     591 bacarc  0 3 atypical
  3627   -    3965884    3967038    1155 nativebacarc  0 3 native
  3628   -    3967038    3967820     783 nativebacarc  0 3 native
  3629   -    3967817    3968944    1128 nativebacarc  0 3 native
  3630   +    3969349    3970563    1215 nativebacarc  0 3 native
  3631   -    3970705    3972453    1749 nativebacarc  0 3 native
  3632   -    3972552    3973592    1041 nativebacarc  0 3 native
  3633   -    3973589    3974500     912 nativebacarc  0 3 native
  3634   -    3974511    3975296     786 nativebacarc  0 3 native
  3635   +    3975360    3977060    1701 nativebacarc  0 3 native
  3636   +    3977062    3977922     861 nativebacarc  0 3 native
  3637   +    3978059    3979498    1440 nativebacarc  0 3 native
  3638   -    3979499    3980659    1161 nativebacarc  0 3 native
  3639   -    3980659    3981048     390 nativebacarc  0 3 native
  3640   -    3981045    3981980     936 nativebacarc  0 3 native
  3641   -    3981977    3983140    1164 nativebacarc  0 3 native
  3642   -    3983125    3984144    1020 nativebacarc  0 3 native
  3643   -    3984144    3985397    1254 nativebacarc  0 3 native
  3644   +    3985644    3986732    1089 nativebacarc  0 3 atypical
  3645   +    3986844    3987299     456 nativebacarc  0 3 native
  3646   -    3987382    3988296     915 nativebacarc  0 3 native
  3647   -    3988319    3989098     780 nativebacarc  0 3 native
  3648   +    3989153    3989896     744 nativebacarc  0 3 native
  3649   +    3989896    3990774     879 nativebacarc  0 3 native
  3650   +    3990771    3991523     753 nativebacarc  0 3 native
  3651   +    3991621    3992688    1068 nativebacarc  0 3 native
  3652   +    3992724    3994742    2019 nativebacarc  0 3 native
  3653   -    3994830    3995699     870 nativebacarc  0 3 native
  3654   -    3995804    3996964    1161 nativebacarc  0 3 native
  3655   -    3997029    3997631     603 nativebacarc  0 3 native
  3656   +    3997980    3999638    1659 nativebacarc  0 3 native
  3657   -    3999647    4000435     789 nativebacarc  0 3 native
  3658   -    4000432    4001589    1158 nativebacarc  0 3 native
  3659   +    4001637    4003160    1524 nativebacarc  0 3 native
  3660   +    4003161    4004294    1134 nativebacarc  0 3 native
  3661   +    4004297    4005250     954 nativebacarc  0 3 native
  3662   +    4005247    4006203     957 nativebacarc  0 3 native
  3663   +    4006200    4007366    1167 nativebacarc  0 3 native
  3664   -    4007331    4008182     852 nativebacarc  0 3 native
  3665   +    4008461    4008562     102 nativebac  0 3 native
  3666   -    4008719    4009282     564 nativebacarc  0 3 native
  3667   -    4009297    4010199     903 nativebacarc  0 3 native
  3668   -    4010196    4011071     876 nativebacarc  0 3 native
  3669   -    4011086    4012234    1149 nativebacarc  0 3 native
  3670   +    4012417    4013493    1077 nativebacarc  0 3 native
  3671   +    4013511    4014041     531 nativebacarc  0 3 native
  3672   -    4014077    4016212    2136 nativebacarc  0 3 native
  3673   +    4016478    4017083     606 nativebacarc  0 3 native
  3674   -    4017089    4018168    1080 nativebacarc  0 3 native
  3675   +    4018445    4019071     627 nativebacarc  0 3 atypical
  3676   +    4019262    4020128     867 nativebacarc  0 3 native
  3677   +    4020142    4021383    1242 nativebacarc  0 3 native
  3678   -    4021425    4022393     969 nativebacarc  0 3 native
  3679   -    4022394    4023803    1410 nativebacarc  0 3 native
  3680   -    4023868    4024347     480 nativebac  0 3 native
  3681   -    4024344    4025039     696 nativebacarc  0 3 native
  3682   -    4025056    4025544     489 nativebacarc  0 3 native
  3683   +    4025830    4026378     549 nativebacarc  0 3 native
  3684   +    4026504    4027886    1383 nativebacarc  0 3 native
  3685   +    4027891    4028967    1077 nativebacarc  0 3 native
  3686   -    4028968    4029786     819 nativebac  0 3 native
  3687   -    4029871    4030494     624 nativebacarc  0 3 native
  3688   +    4030493    4031407     915 nativebacarc  0 3 native
  3689   -    4031404    4033158    1755 nativebacarc  0 3 native
  3690   -    4033269    4034033     765 nativebacarc  0 3 native
  3691   +    4034057    4034374     318 nativebacarc  0 3 native
  3692   +    4034394    4035710    1317 nativebacarc  0 3 native
  3693   +    4035857    4036684     828 nativebacarc  0 3 native
  3694   -    4036731    4038050    1320 nativebac  0 3 native
  3695   -    4038158    4040704    2547 nativebacarc  0 3 native
  3696   -    4040981    4041319     339 nativebacarc  0 3 native
  3697   -    4041423    4042739    1317 nativebacarc  0 3 atypical
  3698   -    4043041    4043859     819 nativebacarc  0 3 native
  3699   -    4043862    4044269     408 nativebacarc  0 3 native
  3700   -    4044281    4045210     930 nativebacarc  0 3 native
  3701   -    4045207    4046118     912 nativebacarc  0 3 native
  3702   -    4046303    4047496    1194 nativebac  0 3 native
  3703   -    4047705    4048181     477 nativebacarc  0 3 native
  3704   -    4048181    4048747     567 nativebacarc  0 3 native
  3705   -    4048744    4049145     402 nativebacarc  0 3 native
  3706   -    4049138    4049956     819 nativebacarc  0 3 native
  3707   -    4049977    4050585     609 nativebacarc  0 3 native
  3708   -    4050601    4052883    2283 nativebacarc  0 3 native
  3709   -    4054142    4054696     555 nativebacarc  0 3 atypical
  3710   -    4054812    4055123     312 nativebac  0 3 native
  3711   -    4055197    4056375    1179 nativebacarc  0 3 atypical
  3712   +    4057733    4058701     969 nativebacarc  0 3 native
  3713   +    4058698    4059885    1188 nativebacarc  0 3 native
  3714   -    4059984    4060268     285 nativebacarc  0 3 native
  3715   -    4060295    4060591     297 nativebacarc  0 3 native
  3716   -    4060648    4061889    1242 nativebacarc  0 3 native
  3717   -    4061899    4062198     300 nativebac  0 3 native
  3718   +    4062527    4063249     723 nativebacarc  0 3 native
  3719   -    4063254    4063856     603 nativebacarc  0 3 native
  3720   -    4063901    4064872     972 nativebac  0 3 native
  3721   -    4064851    4065912    1062 nativebacarc  0 3 native
  3722   -    4065900    4067285    1386 nativebacarc  0 3 native
  3723   +    4067423    4067911     489 nativebacarc  0 3 native
  3724   -    4067957    4069054    1098 nativebacarc  0 3 native
  3725   +    4069175    4070470    1296 nativebacarc  0 3 native
  3726   +    4070514    4071239     726 nativebacarc  0 3 native
  3727   +    4071236    4071580     345 nativebacarc  0 3 native
  3728   +    4071791    4072666     876 nativebacarc  0 3 native
  3729   -    4072667    4073635     969 nativebacarc  0 3 native
  3730   +    4073649    4075409    1761 nativebacarc  0 3 native
  3731   +    4075560    4075682     123 bac  0 3 atypical
  3732   +    4075755    4076099     345 nativebacarc  0 3 native
  3733   +    4076484    4076984     501 nativebacarc  0 3 native
  3734   +    4076984    4077730     747 nativebacarc  0 3 native
  3735   -    4078520    4079719    1200 nativebacarc  0 3 atypical
  3736   -    4079925    4080497     573 nativebacarc  0 3 native
  3737   -    4080571    4080765     195 nativebac  0 3 native
  3738   +    4080930    4081064     135 native  0 3 native
  3739   +    4081160    4081351     192 native  0 3 native
  3740   -    4081516    4082721    1206 nativebacarc  0 3 native
  3741   +    4082807    4084456    1650 nativebacarc  0 3 native
  3742   -    4084453    4087257    2805 nativebacarc  0 3 native
  3743   -    4087610    4088188     579 nativebac  0 3 native
  3744   -    4088328    4088516     189 nativebacarc  0 3 atypical
  3745   +    4088781    4091096    2316 nativebacarc  0 3 native
  3746   +    4091233    4091517     285 nativebac  0 3 native
  3747   +    4091841    4092878    1038 nativebacarc  0 3 native
  3748   -    4093021    4093176     156 native  0 3 native
  3749   +    4093625    4094527     903 nativebac  0 3 native
